"","x"
"16723","越式烤豬排飯"
"16724","越式烤牛排飯"
"16725","越式炸春捲"
"16726","越式生春捲"
"16727","越式涼拌木瓜絲"
"16728","越式涼拌雪耳"
"16729","越式涼拌雞絲"
"16730","越式涼拌牛雜"
"16731","越式涼拌海鮮"
"16732","越式涼拌手扒雞"
"16733","越式涼拌海神"
"16734","越式涼拌牛肉"
"16735","越式涼拌皇帝"
"16736","湯青菜"
"16737","茉香綠茶小15"
"16738","清心菁茶小15"
"16739","金菊普洱小15"
"16740","麥香紅茶小15"
"16741","烏龍綠茶小15"
"16742","高山茶小15"
"16743","菊普蜜茶小25"
"16744","蜂蜜菁茶小25"
"16745","蜜茶小20"
"16746","珍珠椰果綠茶小20"
"16747","珍珠椰果奶茶小25"
"16748","珍珠椰果蜜茶小30"
"16749","綠豆沙綠茶小25"
"16750","綠豆沙奶茶小30"
"16751","綠豆沙珍珠小30"
"16752","葡萄柚汁小30"
"16753","葡萄柚綠茶小30"
"16754","葡萄柚多多小35"
"16755","奶香綠"
"16756","奶香烏龍茶小20"
"16757","菊普奶茶小20"
"16758","蜂蜜奶茶小30"
"16759","芋香奶茶小25"
"16760","杏仁奶茶小25"
"16761","布丁奶茶中35"
"16762","仙草奶凍中30"
"16763","咖啡奶茶小30"
"16764","熱咖啡奶茶小30"
"16765","養樂多綠茶小20"
"16766","養樂多奶茶小25"
"16767","養樂多檸檬小30"
"16768","養樂多桔茶小30"
"16769","梅子綠茶小25"
"16770","檸檬綠茶小30"
"16771","檸檬菁茶小30"
"16772","菊普情人小25"
"16773","情人茶小25"
"16774","金桔檸檬小25"
"16775","蜂蜜檸檬小30"
"16776","醉清香"
"16777","蛋蜜汁小40"
"16778","炸麻麵"
"16779","抄手麵"
"16780","楊春拉麵"
"16781","帶骨排骨飯"
"16782","川味麻辣雞飯"
"16783","川味麻辣雞麵"
"16784","魚丸羹飯"
"16785","赤肉羹飯"
"16786","魚排麵"
"16787","空肉麵"
"16788","雞排麵"
"16789","魯肉乾麵"
"16790","赤肉麵"
"16791","魚丸羹麵"
"16792","赤肉羹麵"
"16793","赤肉湯"
"16794","综和湯"
"16795","炸魚排"
"16796","炸蝦捲3條"
"16797","壽司定食"
"16798","火腿培根"
"16799","燻雞鮪魚"
"16800","焗烤蕃薯薯泥培根火腿青花菜玉米起司醬起司絲"
"16801","鮮奶口味"
"16802","咖哩口味"
"16803","菜肉紅油炒手"
"16804","綜合紅油炒手麵"
"16805","鮮蝦紅油炒手麵"
"16806","鮮肉紅油炒手麵"
"16807","菜肉紅油炒手麵"
"16808","綜合紅油炒手飯"
"16809","鮮蝦紅油炒手飯"
"16810","鮮肉紅油炒手飯"
"16811","菜肉紅油炒手飯"
"16812","咖哩雞排"
"16813","咖哩豬排"
"16814","香滷豬腳"
"16815","東坡肉"
"16816","客家燜雞"
"16817","香煎鮭魚"
"16818","紅油辣麵"
"16819","綜合扁食湯麵"
"16820","鮮蝦扁食湯麵"
"16821","鮮肉扁食湯麵"
"16822","菜肉扁食湯麵"
"16823","菜肉扁食湯"
"16824","綜合酸辣扁食湯"
"16825","鮮蝦酸辣扁食湯"
"16826","鮮肉酸辣扁食湯"
"16827","菜肉酸辣扁食湯"
"16828","酥炸扁食"
"16829","繽紛樂果茶"
"16830","甘蔗青"
"16831","鮮檸甘蔗青"
"16832","鮮果檸檬綠"
"16833","鮮果桔子綠"
"16834","鮮果百香綠"
"16835","蜜檸檬"
"16836","酸桔"
"16837","水蜜桃果粒茶"
"16838","旺梨果粒茶"
"16839","金芒果粒茶"
"16840","葡萄果粒茶"
"16841","香蘋果粒茶"
"16842","桔檸纖果子"
"16843","橙柚纖果子"
"16844","百香纖果子"
"16845","葡萄纖果子"
"16846","圓片煎茶限定"
"16847","黑茶老烏龍"
"16848","極品綠茶"
"16849","高山茶"
"16850","宇治抹茶淇淋"
"16851","小葉紅淇淋"
"16852","輕酪蘋果飲"
"16853","輕酪檸檬飲"
"16854","輕酪奇異果飲"
"16855","旺梨雪沙"
"16856","異果戀雪沙"
"16857","紅茶醇奶"
"16858","烏龍老奶"
"16859","宇治奶綠"
"16860","醇奶"
"16861","白珍珠醇奶茶"
"16862","醇奶阿華田"
"16863","綠茶醇奶"
"16864","甘蔗醇奶"
"16865","鮮果橙綠11-2月"
"16866","鮮果橙汁11-2月"
"16867","鮮橙柚汁11-2月"
"16868","雙果橙綠3-10月"
"16869","雙柚啵啵綠11-2月"
"16870","紅心西柚綠3-2月"
"16871","紅心西柚汁3-2月"
"16872","輕酪芒果飲5-10月"
"16873","芒果凍飲5-10月"
"16874","輕酪草莓飲12-4月"
"16875","草莓牛奶12-4月"
"16876","鮮果草莓綠12-4月"
"16877","福薑蘋果"
"16878","福薑金桔"
"16879","福薑醇奶"
"16880","福薑"
"16881","紫米西米露"
"16882","抹茶紫米露"
"16883","清心菁茶"
"16884","金菊普洱"
"16885","清心紅茶"
"16886","菊普蜜茶"
"16887","蜂蜜菁茶"
"16888","葡萄柚清心優多"
"16889","奶香烏龍茶"
"16890","菊普奶茶"
"16891","清心巧克力奶"
"16892","咖啡奶茶"
"16893","熱咖啡奶茶"
"16894","珍珠椰果綠茶"
"16895","珍珠椰果奶茶"
"16896","珍珠椰果蜜茶"
"16897","綠豆沙綠茶"
"16898","綠豆沙奶茶"
"16899","綠豆沙珍珠30"
"16900","清心優多綠茶"
"16901","清心優多奶茶"
"16902","清心優多檸檬"
"16903","清心優多桔茶"
"16904","清心優淇綠茶冬天暫供應"
"16905","清心優淇菁茶冬天暫供應"
"16906","清心優淇高山茶冬天暫供應"
"16907","菊普情人"
"16908","情人茶"
"16909","清心"
"16910","雲南特製涼麵微辣"
"16911","雲南涼拌米線微辣"
"16912","叉燒乾麵"
"16913","叉燒河粉"
"16914","叉燒耙耙絲"
"16915","雲南紹子乾米線微辣"
"16916","雲南紹子乾耙耙絲微辣"
"16917","雲南紹子乾河粉微辣"
"16918","耙肉米線微辣"
"16919","耙肉耙耙絲微辣"
"16920","耙肉河粉微辣"
"16921","咖哩雞乾麵"
"16922","咖哩雞耙耙絲"
"16923","咖哩雞河粉"
"16924","酸辣海鮮湯河粉"
"16925","雲南清燉雞湯麵"
"16926","雲南清燉雞湯耙耙絲"
"16927","雲南清燉雞米線"
"16928","雲南清燉雞河粉"
"16929","清燉牛雜湯麵"
"16930","清燉牛雜耙耙絲"
"16931","清燉牛雜河粉"
"16932","清燉牛雜米線"
"16933","牛肉丸米線"
"16934","牛肉丸河粉"
"16935","牛肉丸麵"
"16936","牛肉丸耙耙絲"
"16937","牛肉片湯麵"
"16938","牛肉片耙耙絲"
"16939","雲南紹子湯麵微辣"
"16940","雲南紹子米線微辣"
"16941","雲南紹子耙耙絲微辣"
"16942","雲南紹子河粉微辣"
"16943","叉燒湯耙耙絲"
"16944","叉燒湯河粉"
"16945","叉燒湯麵"
"16946","耙肉米線湯微辣"
"16947","耙肉耙耙絲湯微辣"
"16948","耙肉河粉湯微辣"
"16949","咖哩雞湯麵"
"16950","咖哩雞湯耙耙絲"
"16951","咖哩雞湯河粉"
"16952","雲南氣鍋雞湯"
"16953","清燉牛肉丸湯"
"16954","清燉牛肉片湯"
"16955","清燉牛雜湯"
"16956","清燉雞腿湯"
"16957","紅豆"
"16958","蘋果"
"16959","胡桃"
"16960","草莓香蕉"
"16961","原味乳酪"
"16962","櫻桃"
"16963","過橋米線"
"16964","小鍋米線"
"16965","小鍋粑粑絲"
"16966","掠拌米線"
"16967","炒粑粑絲"
"16968","擺夷小鍋米線"
"16969","擺夷小鍋粑粑絲"
"16970","雞肉紹子米線"
"16971","雞肉紹子粑粑絲"
"16972","豬肉紹子米線"
"16973","豬肉紹子粑粑絲"
"16974","清燉牛肉米線"
"16975","清燉牛肉粑粑絲"
"16976","叉燒麵"
"16977","涼拌大溪豆干"
"16978","汽鍋雞"
"16979","養生汽鍋雞孕婦宜"
"16980","涼拌蕃茄"
"16981","純椰子汁含肉"
"16982","椰奶紫米"
"16983","泡菜牛肉麵"
"16984","川味牛肉麵"
"16985","蕃茄肉絲麵"
"16986","牛肉湯肉絲麵"
"16987","榨醬麵"
"16988","榨菜肉絲湯餃"
"16989","豬肉蛋炒飯"
"16990","培根火腿蛋炒飯"
"16991","鳳梨蝦仁蛋炒飯"
"16992","沙菜牛肉蛋炒飯"
"16993","養生南瓜炒麵"
"16994","烤香腸飯"
"16995","燒鴨油雞飯"
"16996","脆皮燒鴨販"
"16997","香腸油雞飯"
"16998","香腸燒鴨飯"
"16999","香腸叉燒飯"
"17000","廣東臘味飯"
"17001","雞腿+叉燒飯"
"17002","燒肉香腸飯"
"17003","瘋麻辣腳麻雞腿排吐司辣"
"17004","普羅旺斯雞腿總匯吐司"
"17005","日式板煎豬排總匯吐司"
"17006","煎烤雞腿排蛋吐司"
"17007","煎烤豬里肌蛋吐司"
"17008","鮪魚起司蛋吐司"
"17009","花生醬火腿起司蛋吐司"
"17010","阿菇親一下吐司純素"
"17011","雙倍起司薯泥鮮蔬吐司蛋奶素"
"17012","黃金起司蛋鮮蔬吐司蛋奶素"
"17013","瓜蕉朋友吐司"
"17014","冬戀鮮草莓吐司冬日限定"
"17015","花生醬烤吐司"
"17016","芝麻醬烤吐司"
"17017","Max美式"
"17018","Max拿鐵"
"17019","蜜烏龍鮮奶茶"
"17020","搖搖薯條海苔"
"17021","起士辣肉醬帶皮薯條"
"17022","馬芝拉條"
"17023","香煎小熱狗"
"17024","懷舊便當"
"17025","蔬菜餐盒"
"17026","花素餡餅"
"17027","韭菜餡餅"
"17028","黃金鍋貼"
"17029","豬腳炒飯"
"17030","鮮肉餛飩抄手"
"17031","鮮蝦餛飩抄手"
"17032","紅燒半筋半肉"
"17033","清燉牛肉麵"
"17034","雞盅細麵"
"17035","排骨細麵"
"17036","豬腳細麵"
"17037","木須乾拌麵"
"17038","鮮肉餛飩抄手乾拌麵"
"17039","鮮蝦餛飩抄手乾拌麵"
"17040","雞盅"
"17041","脆黃瓜"
"17042","腐皮銀芽"
"17043","上海烤麩"
"17044","桂花芋頭"
"17045","醬悶苦瓜"
"17046","涼拌四季豆"
"17047","小魚山蘇"
"17048","麻辣豆腐"
"17049","麻油皇宮菜"
"17050","涼拌茄子"
"17051","蜜地瓜"
"17052","柴魚蘿蔔"
"17053","雞腳一包10隻"
"17054","麵乾"
"17055","米粉乾"
"17056","魚丸湯麵"
"17057","赤肉湯麵"
"17058","綜合湯麵"
"17059","花枝卷"
"17060","魚排"
"17061","魯肉汁"
"17062","蝦捲生食"
"17063","旗魚丸生食"
"17064","赤肉漿生食"
"17065","蝦仁漿生食"
"17066","原味涼麵"
"17067","炒手麵"
"17068","乾伴麵"
"17069","榨菜肉絲乾麵"
"17070","榨菜肉絲湯麵"
"17071","招牌綜合湯"
"17072","豬腳湯麵"
"17073","紅豆湯圓"
"17074","薑汁三色地瓜湯"
"17075","日式抹茶紅豆湯圓"
"17076","花生紫米湯圓"
"17077","黑五寶漿"
"17078","蓮子銀茸湯"
"17079","紅豆紫米粥"
"17080","燒麻糬"
"17081","黑薑汁麻糬客家牛汶水"
"17082","招牌烤肉飯"
"17083","碳烤排骨飯"
"17084","泰檸鯛魚飯"
"17085","本週雙喜餐"
"17086","薡級紅茶"
"17087","薡級綠茶"
"17088","薡級青茶"
"17089","薡級奶茶"
"17090","薡級茉奶"
"17091","薡級奶青"
"17092","薡級鮮果茶"
"17093","高山紅茶"
"17094","上選青茶"
"17095","碳焙烏龍"
"17096","草莓紅"
"17097","柳橙紅"
"17098","紫蘇梅紅"
"17099","特濃奶茶"
"17100","草莓奶茶"
"17101","北海道奶茶"
"17102","焦咖啡"
"17103","北海道咖啡"
"17104","冬瓜汁"
"17105","脆皮蔬菜牛肉捲"
"17106","脆皮薑汁羊肉捲"
"17107","脆皮香菇豬肉捲"
"17108","脆皮咖哩雞肉捲"
"17109","脆皮煙燻雞肉捲"
"17110","脆皮德式香腸捲"
"17111","脆皮蔬菜鮪魚捲"
"17112","脆皮棉花巧克力捲"
"17113","脆皮棉香蕉巧克力捲"
"17114","脆皮原味蛋餅"
"17115","脆皮起司蛋餅"
"17116","脆皮玉米蛋餅"
"17117","脆皮火腿蛋餅"
"17118","脆皮肉鬆蛋餅"
"17119","珍珠"
"17120","檸檬"
"17121","黃金玄米奶茶"
"17122","鴛鴦"
"17123","香芋奶綠"
"17124","綠豆奶綠"
"17125","茉香梅沙"
"17126","鮮果蕃茄梅茶"
"17127","鮮榨水果綠茶"
"17128","抹茶淇淋奶綠"
"17129","熱913茶王"
"17130","熱黃金玄米奶茶"
"17131","熱香芋奶綠"
"17132","熱綠豆奶綠"
"17133","熱巧克力奶綠"
"17134","熱巧克力奶茶"
"17135","熱粉光蔘茶"
"17136","熱金桔綠茶"
"17137","熱桂花茶王"
"17138","蘋果鮮綠中杯2顆"
"17139","蘋果鮮紅中杯2顆"
"17140","蘋果桔中杯2顆"
"17141","蘋果優利卡中杯2顆"
"17142","蘋果那提中杯2顆"
"17143","蘋果舞凍2顆&檸檬Q凍"
"17144","蘋果多多2顆&養樂多"
"17145","香蕉優利卡大杯2根香蕉"
"17146","香蕉那提大杯2根香蕉"
"17147","草莓那提"
"17148","草莓多多大杯2瓶多多"
"17149","青桔舞凍大杯兩顆Q凍"
"17150","檸檬舞凍大杯兩顆Q凍"
"17151","檸檬鮮紅"
"17152","檸檬鮮綠"
"17153","百香鮮紅"
"17154","百香鮮綠"
"17155","百香檸檬"
"17156","鮮果百香"
"17157","珍珠綠茶拿鐵"
"17158","抹茶紅豆拿鐵"
"17159","茉香鮮綠"
"17160","卡布奇諾咖啡H"
"17161","抹茶咖啡H"
"17162","鑽咖啡那提"
"17163","義豐冬瓜茶"
"17164","義豐冬瓜青"
"17165","義豐冬瓜拿鐵"
"17166","蘆薈翡翠綠"
"17167","蘆薈青"
"17168","蘆薈蜜"
"17169","珍蘆蜜"
"17170","韓國蜂蜜柚子蜜"
"17171","韓國蜂蜜柚子紅"
"17172","韓國蜂蜜柚子綠"
"17173","薑桂圓"
"17174","薑蜂蜜"
"17175","薑紅茶"
"17176","薑金桔"
"17177","薑拿鐵"
"17178","魚霸"
"17179","膠多"
"17180","粥霸"
"17181","菇多"
"17182","大片子"
"17183","抗菌大補"
"17184","早藻鈣"
"17185","寶寶藻"
"17186","廣皮"
"17187","大哥大"
"17188","宿霧菜粥"
"17189","綠藻香雞"
"17190","纖多菜粥"
"17191","布拉魚"
"17192","艇仔"
"17193","皮瘦"
"17194","原味仙草凍飲"
"17195","牛奶仙草凍飲"
"17196","低仙草凍飲"
"17197","珍珠仙草凍飲"
"17198","檸檬仙草凍飲"
"17199","鳳梨仙草凍飲季節限定"
"17200","冬瓜仙草茶"
"17201","低仙草茶"
"17202","珍珠仙草茶"
"17203","檸檬仙草茶"
"17204","仙草燒茶"
"17205","珍珠仙草燒茶"
"17206","原味仙草"
"17207","牛奶仙草"
"17208","珍珠仙草"
"17209","綜合仙草"
"17210","芋園仙草"
"17211","原味燒仙草"
"17212","牛奶燒仙草"
"17213","綜合燒仙草"
"17214","芋園燒仙草"
"17215","百香果QQ綠茶百香果+珍珠+椰果"
"17216","百香果QQ紅茶百香果+珍珠+椰果"
"17217","百香果QQ青茶"
"17218","百香愛玉綠茶百香果+愛玉+檸檬"
"17219","百香蘆薈綠茶百香果+蘆薈+檸檬"
"17220","百香檸檬QQ綠茶"
"17221","招牌鮮水果茶"
"17222","葡萄袖紅茶"
"17223","葡萄袖綠茶"
"17224","葡萄柚雙C綠茶葡萄柚+檸檬"
"17225","葡萄袖養樂多"
"17226","金桔檸檬加話梅"
"17227","柳丁青茶"
"17228","義式鮮桔茶加梅子"
"17229","3C葡萄柚咕溜綠茶"
"17230","奇異果愛玉小紫蘇+奇異果"
"17231","奇異果茶奇異果+百香果+寒天"
"17232","翡翠檸檬凍飲"
"17233","橙柚青茶"
"17234","香芒奶霜"
"17235","芒果歐蕾"
"17236","芒果旺旺來"
"17237","百芒香頌"
"17238","芒果氣泡飲"
"17239","紫色魔粒葡萄原汁+養樂多+果肉"
"17240","茉香綠荼"
"17241","皇家紅茶"
"17242","紅水烏龍"
"17243","濟州黃金柚綠"
"17244","養顏蜂蜜蘆薈"
"17245","百香旺旺來中杯現打鳳梨汁+百香果"
"17246","白皙美人柳橙.蘋果.鳳梨.優格.牛奶.蜂蜜"
"17247","活力五蔬果柳橙.蘋果.鳳梨.檸檬.西洋芹.蜂蜜"
"17248","消化美人蘆薈.鳳梨.蘋果.優格.牛奶.蜂蜜"
"17249","窈窕美人葡萄柚.蘋果.鳳梨.蜂蜜"
"17250","精心熬煮桂圓湯"
"17251","黑薑母茶黑+薑母"
"17252","黑拿鐵黑薑汁+熱牛奶"
"17253","黑桂圓湯"
"17254","小紫蘇愛玉"
"17255","招牌QQ奶茶珍珠+椰果"
"17256","台灣珍珠奶茶"
"17257","招牌幽浮奶茶珍珠+仙草"
"17258","3Q奶茶珍珠+布蕾+紅豆"
"17259","方圓奶茶咖啡涷+珍珠"
"17260","珍珠布蕾巧克力"
"17261","葡萄氣泡飲"
"17262","AQ蹄膀飯"
"17263","AQ豬腳飯"
"17264","AQ椒麻雞腿飯"
"17265","海陸雙享飯"
"17266","AQ排骨飯"
"17267","醬燒烤麩飯素食"
"17268","沙拉+飲料"
"17269","湯+沙拉+飲料"
"17270","菜脯肉燥飯"
"17271","高麗菜拌飯"
"17272","香蔥手工麵線"
"17273","AQ蹄膀"
"17274","AQ豬腳"
"17275","AQ排骨"
"17276","AQ烤肉"
"17277","AQ椒麻雞腿排"
"17278","季節湯品"
"17279","季節品"
"17280","特色沙拉"
"17281","養生紫米飯"
"17282","烤鮭魚飯"
"17283","烤挪威鯖魚飯"
"17284","炸雞排飯"
"17285","炸鯖魚飯"
"17286","炸魚排飯"
"17287","腿排飯"
"17288","菜單"
"17289","廣式腊味飯"
"17290","油雞叉燒飯"
"17291","叉燒香腸飯"
"17292","三　寶　飯"
"17293","牛肉壽喜燒定食"
"17294","塩烤時鮮鱔魚定食"
"17295","塩烤活中卷定食"
"17296","塩烤鯖魚定食"
"17297","泡菜炒豚肉定食"
"17298","柚塩雞腿定食"
"17299","樓花蝦炒飯定食"
"17300","胡麻野菜"
"17301","野菜沙拉"
"17302","洋蔥沙拉"
"17303","手工涓豆腐"
"17304","周瑜消消氣十味青草茶"
"17305","岳飛好眼力眼光枸菊飲"
"17306","大喬好氣色青木瓜四物飲"
"17307","小喬月月好生化養身飲"
"17308","嗆辣武則夾黑薑母紅棗飲"
"17309","董卓好血壓丹蔘桑菊飲"
"17310","關羽乖乖喝一條根杜仲飲"
"17311","伍子胥白頭首烏元氣飲"
"17312","諸葛亮放輕鬆靈芝益甘飲"
"17313","曹操安心睡安心入睡飲"
"17314","巾幗梁紅玉桂花洛神飲"
"17315","趙雲氣力足養生元氣飲"
"17316","絕城孟姜女膨羅響聲飲"
"17317","大嗓門張飛元氣黑豆飲"
"17318","油切楊貴妃油切輕鬆飲"
"17319","輕盈孫尚香舒壓美腿飲"
"17320","玫瑰俏西施玫瑰人蔘飲"
"17321","東廠錦衣衛東洋蔘元氣飲"
"17322","鄭和下西洋西洋蔘元氣飲"
"17323","貂蟬好粉嫩粉嫩珍珠飲"
"17324","螞蟻茶菊葉"
"17325","神射手黃忠決明益甘飲"
"17326","允賢愛紫蘇紫蘇酸梅飲"
"17327","紅顏陳圓圓玫瑰元氣飲"
"17328","司馬懿好眼光眼光杞菊飲"
"17329","紅粉佳人沙"
"17330","黑鮮奶沙"
"17331","嗡嗡嗡的水"
"17332","元氣紅茶"
"17333","決明子紅茶"
"17334","枸充菊花紅茶"
"17335","元氣綠茶"
"17336","決明子綠茶"
"17337","枸杞菊花綠茶"
"17338","元氣烏龍茶"
"17339","決明子烏龍茶"
"17340","枸杞菊花烏龍茶"
"17341","坪林焙火包種茶"
"17342","南投名間茉莉烏龍茶"
"17343","阿里山特富野深邃烏龍茶"
"17344","南投魚池台18號紅茶-紅玉"
"17345","南投名間佳街龍GABA"
"17346","三峽蜜香碧螺春茶"
"17347","阿里山特富野烏龍菁茶"
"17348","南投魚流百年老欉紅茶"
"17349","南投清新綠茶"
"17350","南投日月潭紅茶"
"17351","南投炭培烏龍茶"
"17352","南投烏龍綠茶"
"17353","南投新綠拿鐵"
"17354","紅月拿鐵"
"17355","炭燒拿鐵"
"17356","黑綠茶"
"17357","黑紅茶"
"17358","黑烏龍茶"
"17359","黑綠拿鐵"
"17360","黑紅拿鐵"
"17361","黑烏龍拿鐵"
"17362","油雞+燒鴨"
"17363","油雞+叉燒"
"17364","油雞+燒肉"
"17365","油雞+香腸"
"17366","燒鴨+叉燒"
"17367","燒鴨+燒肉"
"17368","燒鴨+香腸"
"17369","叉燒+燒肉"
"17370","叉燒+香腸"
"17371","燒肉+香腸"
"17372","燒烤牛肉飯"
"17373","燒烤照燒雞腿飯"
"17374","燒烤牛小排飯"
"17375","咖哩燒肉飯"
"17376","咖哩燒牛飯"
"17377","咖哩照燒雞腿飯"
"17378","滷剌虱目魚肚飯"
"17379","圖片參考"
"17380","燒豬肉割包"
"17381","燒豬肉飯"
"17382","燒肉豬"
"17383","燒牛肉"
"17384","燒烤照燒雞腿"
"17385","滷虱目魚肚刺"
"17386","韓式泡菜辣"
"17387","小魚乾花生"
"17388","●阿里山里佳甘露"
"17389","●日月潭紅玉紅茶"
"17390","●玉露煎茶"
"17391","●白露功夫茶"
"17392","●阿里山茶"
"17393","●凍頂烏龍茶"
"17394","●文山清茶"
"17395","●頂級茉莉綠茶"
"17396","●錫蘭紅茶"
"17397","●烏龍綠茶"
"17398","●皇家伯爵紅茶"
"17399","●濃香烏龍"
"17400","●茶花綠茶"
"17401","●日式玄米茶"
"17402","藍莓果茶"
"17403","蘋果玉露"
"17404","蘋果百香"
"17405","蘋果百香多多"
"17406","鳳梨清茶"
"17407","百香鳳梨"
"17408","鮮果雙Q紅"
"17409","鮮百香紅"
"17410","鮮檸檬紅"
"17411","墾丁茶"
"17412","檸檬CC"
"17413","鮮百香檸檬"
"17414","翡翠檸檬鑽"
"17415","鑽"
"17416","抹茶鑽"
"17417","鳳梨鑽"
"17418","●黑薑茶"
"17419","●紫芋拿鐵"
"17420","●紫芋三重奏"
"17421","●紫芋鮮珍奶"
"17422","●重奶紅茶拿鐵"
"17423","●重奶伯爵拿鐵"
"17424","●焙茶珍珠拿鐵"
"17425","●焙茶拿鐵"
"17426","●皇家伯爵拿鐵"
"17427","●玫瑰鐵觀音拿鐵"
"17428","●日月潭紅玉拿鐵"
"17429","●熊貓珍珠奶茶"
"17430","●蜜香烏龍小珍奶"
"17431","●濃醇香珍奶"
"17432","●錫蘭奶茶"
"17433","●茉香奶茶"
"17434","●招牌奶茶"
"17435","●皇家伯爵奶茶"
"17436","●沖繩黑奶茶"
"17437","●布丁奶茶"
"17438","●椰果奶茶"
"17439","●仙草凍奶茶"
"17440","●紅豆奶茶"
"17441","●玫瑰鐵觀音奶茶"
"17442","水晶冬瓜茶"
"17443","●抹茶紅豆白玉"
"17444","●抹茶拿鐵"
"17445","●聖塔路黑"
"17446","招牌飯雞肉+魯肉"
"17447","鵝肉飯"
"17448","耳絲魯肉飯"
"17449","排骨滷肉飯"
"17450","香腸滷肉飯"
"17451","香腸雞絲飯"
"17452","排骨雞絲飯"
"17453","耳絲雞絲飯"
"17454","方便素飯"
"17455","鵝肉"
"17456","下水"
"17457","乾"
"17458","鵝肉每盤"
"17459","下水拼盤"
"17460","鵝心"
"17461","肝連嘴邊拼盤"
"17462","雞絲"
"17463","花生米血糕"
"17464","蔓越莓x紅茶"
"17465","覆盆子x紅茶"
"17466","蘋果x紅茶"
"17467","鳳梨x紅茶"
"17468","草莓x紅茶"
"17469","葡萄x包種"
"17470","藍梅x包種"
"17471","特好茶紅茶x鐵觀音x包種"
"17472","鮮奶x好茶"
"17473","杏仁x鮮奶x好茶"
"17474","花生x鮮奶x好茶"
